komentar,cleaned,tokens,normalized,stemmed,cleaned_final
"Pengiriman cepat, barang tiba dg selamat, kualitas produk OK dg harga yg diberikan…diatas ekspektasi unt sebuah produk KW 👍 👍",pengiriman cepat barang tiba dg selamat kualitas produk ok dg harga yg diberikan diatas ekspektasi unt sebuah produk kw,"['pengiriman', 'cepat', 'barang', 'tiba', 'dg', 'selamat', 'kualitas', 'produk', 'ok', 'dg', 'harga', 'yg', 'diberikan', 'diatas', 'ekspektasi', 'unt', 'sebuah', 'produk', 'kw']","['pengiriman', 'cepat', 'barang', 'tiba', 'dg', 'selamat', 'kualitas', 'produk', 'oke', 'dg', 'harga', 'yang', 'diberikan', 'diatas', 'ekspektasi', 'unt', 'sebuah', 'produk', 'palsu']","['kirim', 'cepat', 'barang', 'tiba', 'dg', 'selamat', 'kualitas', 'produk', 'oke', 'dg', 'harga', 'yang', 'beri', 'atas', 'ekspektasi', 'unt', 'buah', 'produk', 'palsu']",kirim cepat barang tiba dg selamat kualitas produk oke dg harga yang beri atas ekspektasi unt buah produk palsu
"sangat puas dikirim sesuai gambar, dengan kualitas bagus , semoga lancar jaya usaha nya , toko rekomendasi",sangat puas dikirim sesuai gambar dengan kualitas bagus semoga lancar jaya usaha nya toko rekomendasi,"['sangat', 'puas', 'dikirim', 'sesuai', 'gambar', 'dengan', 'kualitas', 'bagus', 'semoga', 'lancar', 'jaya', 'usaha', 'nya', 'toko', 'rekomendasi']","['sangat', 'puas', 'pengiriman', 'sesuai', 'gambar', 'dengan', 'kualitas', 'bagus', 'semoga', 'lancar', 'jaya', 'usaha', 'nya', 'toko', 'rekomendasi']","['sangat', 'puas', 'kirim', 'sesuai', 'gambar', 'dengan', 'kualitas', 'bagus', 'moga', 'lancar', 'jaya', 'usaha', 'nya', 'toko', 'rekomendasi']",sangat puas kirim sesuai gambar dengan kualitas bagus moga lancar jaya usaha nya toko rekomendasi
"packing produknya rapi, dan kualitas sepatunya sangat bermutu semoga bisa dipakai awet selalu",packing produknya rapi dan kualitas sepatunya sangat bermutu semoga bisa dipakai awet selalu,"['packing', 'produknya', 'rapi', 'dan', 'kualitas', 'sepatunya', 'sangat', 'bermutu', 'semoga', 'bisa', 'dipakai', 'awet', 'selalu']","['packing', 'produknya', 'rapi', 'dan', 'kualitas', 'sepatunya', 'sangat', 'bermutu', 'semoga', 'bisa', 'dipakai', 'awet', 'selalu']","['packing', 'produk', 'rapi', 'dan', 'kualitas', 'sepatu', 'sangat', 'mutu', 'moga', 'bisa', 'pakai', 'awet', 'selalu']",packing produk rapi dan kualitas sepatu sangat mutu moga bisa pakai awet selalu
"Keren nih produknya, pas ukurannya, dapat hadiah lagi, semoga awet, terima kasih",keren nih produknya pas ukurannya dapat hadiah lagi semoga awet terima kasih,"['keren', 'nih', 'produknya', 'pas', 'ukurannya', 'dapat', 'hadiah', 'lagi', 'semoga', 'awet', 'terima', 'kasih']","['keren', 'nih', 'produknya', 'pas', 'ukurannya', 'dapat', 'hadiah', 'lagi', 'semoga', 'awet', 'terima', 'kasih']","['keren', 'nih', 'produk', 'pas', 'ukur', 'dapat', 'hadiah', 'lagi', 'moga', 'awet', 'terima', 'kasih']",keren nih produk pas ukur dapat hadiah lagi moga awet terima kasih
"sangat recommended, kualitas bagus tidak mengecewakan...sukses",sangat recommended kualitas bagus tidak mengecewakan sukses,"['sangat', 'recommended', 'kualitas', 'bagus', 'tidak', 'mengecewakan', 'sukses']","['sangat', 'recommended', 'kualitas', 'bagus', 'tidak', 'kecewa', 'sukses']","['sangat', 'recommended', 'kualitas', 'bagus', 'tidak', 'kecewa', 'sukses']",sangat recommended kualitas bagus tidak kecewa sukses
"kualitas okelah sesuai harga, cuma detailnya kurang si",kualitas okelah sesuai harga cuma detailnya kurang si,"['kualitas', 'okelah', 'sesuai', 'harga', 'cuma', 'detailnya', 'kurang', 'si']","['kualitas', 'okelah', 'sesuai', 'harga', 'cuma', 'detailnya', 'kurang', 'si']","['kualitas', 'oke', 'sesuai', 'harga', 'cuma', 'detail', 'kurang', 'si']",kualitas oke sesuai harga cuma detail kurang si
bau lem banget... tapi lumayan laah daripada lu manyun...,bau lem banget tapi lumayan laah daripada lu manyun,"['bau', 'lem', 'banget', 'tapi', 'lumayan', 'laah', 'daripada', 'lu', 'manyun']","['bau', 'lem', 'banget', 'tapi', 'lumayan', 'laah', 'daripada', 'lu', 'manyun']","['bau', 'lem', 'banget', 'tapi', 'lumayan', 'laah', 'daripada', 'lu', 'manyun']",bau lem banget tapi lumayan laah daripada lu manyun
"bau lem sangat menyengat😭🙏kayak abis di tempell....,cuma keseluruhan dah bagus si cocok cocok aja,semoga awet😁",bau lem sangat menyengat kayak abis di tempell cuma keseluruhan dah bagus si cocok cocok aja semoga awet,"['bau', 'lem', 'sangat', 'menyengat', 'kayak', 'abis', 'di', 'tempell', 'cuma', 'keseluruhan', 'dah', 'bagus', 'si', 'cocok', 'cocok', 'aja', 'semoga', 'awet']","['bau', 'lem', 'sangat', 'menyengat', 'kayak', 'abis', 'di', 'tempell', 'cuma', 'keseluruhan', 'dah', 'bagus', 'si', 'cocok', 'cocok', 'aja', 'semoga', 'awet']","['bau', 'lem', 'sangat', 'sengat', 'kayak', 'abis', 'di', 'tempell', 'cuma', 'seluruh', 'dah', 'bagus', 'si', 'cocok', 'cocok', 'aja', 'moga', 'awet']",bau lem sangat sengat kayak abis di tempell cuma seluruh dah bagus si cocok cocok aja moga awet
"model keren, sesuai gbr",model keren sesuai gbr,"['model', 'keren', 'sesuai', 'gbr']","['model', 'keren', 'sesuai', 'gbr']","['model', 'keren', 'sesuai', 'gbr']",model keren sesuai gbr
"bagus sesuai gambar,real nyaman semoga awet",bagus sesuai gambar real nyaman semoga awet,"['bagus', 'sesuai', 'gambar', 'real', 'nyaman', 'semoga', 'awet']","['bagus', 'sesuai', 'gambar', 'real', 'nyaman', 'semoga', 'awet']","['bagus', 'sesuai', 'gambar', 'real', 'nyaman', 'moga', 'awet']",bagus sesuai gambar real nyaman moga awet
"sepatu bagus dan berkwalitas, barang sesuai pesanan",sepatu bagus dan berkwalitas barang sesuai pesanan,"['sepatu', 'bagus', 'dan', 'berkwalitas', 'barang', 'sesuai', 'pesanan']","['sepatu', 'bagus', 'dan', 'berkwalitas', 'barang', 'sesuai', 'pesanan']","['sepatu', 'bagus', 'dan', 'berkwalitas', 'barang', 'sesuai', 'pesan']",sepatu bagus dan berkwalitas barang sesuai pesan
alhamdulillah dikira saya awalnya takut gagal tapi ternyata pas datang beuhh cakep pokoknya gak gagal. ukuran pas warna sesuai yang di pesan bahan bagus.,alhamdulillah dikira saya awalnya takut gagal tapi ternyata pas datang beuhh cakep pokoknya gak gagal ukuran pas warna sesuai yang di pesan bahan bagus,"['alhamdulillah', 'dikira', 'saya', 'awalnya', 'takut', 'gagal', 'tapi', 'ternyata', 'pas', 'datang', 'beuhh', 'cakep', 'pokoknya', 'gak', 'gagal', 'ukuran', 'pas', 'warna', 'sesuai', 'yang', 'di', 'pesan', 'bahan', 'bagus']","['alhamdulillah', 'dikira', 'saya', 'awalnya', 'takut', 'gagal', 'tapi', 'ternyata', 'pas', 'datang', 'beuhh', 'cakep', 'pokoknya', 'tidak', 'gagal', 'ukuran', 'pas', 'warna', 'sesuai', 'yang', 'di', 'pesan', 'bahan', 'bagus']","['alhamdulillah', 'kira', 'saya', 'awal', 'takut', 'gagal', 'tapi', 'nyata', 'pas', 'datang', 'beuhh', 'cakep', 'pokok', 'tidak', 'gagal', 'ukur', 'pas', 'warna', 'sesuai', 'yang', 'di', 'pesan', 'bahan', 'bagus']",alhamdulillah kira saya awal takut gagal tapi nyata pas datang beuhh cakep pokok tidak gagal ukur pas warna sesuai yang di pesan bahan bagus
⭐️ Seller Response ⭐️ Service n Delivery ⭐️ Product as per Display ⭐️ Product in Good Condition ⭐️ Recommended Seller,seller response service n delivery product as per display product in good condition recommended seller,"['seller', 'response', 'service', 'n', 'delivery', 'product', 'as', 'per', 'display', 'product', 'in', 'good', 'condition', 'recommended', 'seller']","['seller', 'response', 'service', 'n', 'delivery', 'product', 'as', 'per', 'display', 'product', 'in', 'good', 'condition', 'recommended', 'seller']","['seller', 'response', 'service', 'n', 'delivery', 'product', 'as', 'per', 'display', 'product', 'in', 'good', 'condition', 'recommended', 'seller']",seller response service n delivery product as per display product in good condition recommended seller
walau kw tapi boleh boleh buat pemula mah overall gada yang aneh atau cacat. thanks seller,walau kw tapi boleh boleh buat pemula mah overall gada yang aneh atau cacat thanks seller,"['walau', 'kw', 'tapi', 'boleh', 'boleh', 'buat', 'pemula', 'mah', 'overall', 'gada', 'yang', 'aneh', 'atau', 'cacat', 'thanks', 'seller']","['walau', 'palsu', 'tapi', 'boleh', 'boleh', 'buat', 'pemula', 'mah', 'overall', 'gada', 'yang', 'aneh', 'atau', 'cacat', 'thanks', 'seller']","['walau', 'palsu', 'tapi', 'boleh', 'boleh', 'buat', 'mula', 'mah', 'overall', 'gada', 'yang', 'aneh', 'atau', 'cacat', 'thanks', 'seller']",walau palsu tapi boleh boleh buat mula mah overall gada yang aneh atau cacat thanks seller
"baguss, empuk, tapi sepertinya Bahan kainnya cepet rusak. Masih Ok lah",baguss empuk tapi sepertinya bahan kainnya cepet rusak masih ok lah,"['baguss', 'empuk', 'tapi', 'sepertinya', 'bahan', 'kainnya', 'cepet', 'rusak', 'masih', 'ok', 'lah']","['baguss', 'empuk', 'tapi', 'sepertinya', 'bahan', 'kainnya', 'cepet', 'rusak', 'masih', 'oke', 'lah']","['baguss', 'empuk', 'tapi', 'seperti', 'bahan', 'kain', 'cepet', 'rusak', 'masih', 'oke', 'lah']",baguss empuk tapi seperti bahan kain cepet rusak masih oke lah
"barang sesuai harga, ukuran pas, bau lem menyengat pengiriman lumayan lama",barang sesuai harga ukuran pas bau lem menyengat pengiriman lumayan lama,"['barang', 'sesuai', 'harga', 'ukuran', 'pas', 'bau', 'lem', 'menyengat', 'pengiriman', 'lumayan', 'lama']","['barang', 'sesuai', 'harga', 'ukuran', 'pas', 'bau', 'lem', 'menyengat', 'pengiriman', 'lumayan', 'lama']","['barang', 'sesuai', 'harga', 'ukur', 'pas', 'bau', 'lem', 'sengat', 'kirim', 'lumayan', 'lama']",barang sesuai harga ukur pas bau lem sengat kirim lumayan lama
"kerannn nyaman spatunya, buat trail run spatu ga ori juga tetep enak inimah",kerannn nyaman spatunya buat trail run spatu ga ori juga tetep enak inimah,"['kerannn', 'nyaman', 'spatunya', 'buat', 'trail', 'run', 'spatu', 'ga', 'ori', 'juga', 'tetep', 'enak', 'inimah']","['kerannn', 'nyaman', 'spatunya', 'buat', 'trail', 'run', 'spatu', 'tidak', 'asli', 'juga', 'tetep', 'enak', 'inimah']","['kerannn', 'nyaman', 'spatunya', 'buat', 'trail', 'run', 'spatu', 'tidak', 'asli', 'juga', 'tetep', 'enak', 'inimah']",kerannn nyaman spatunya buat trail run spatu tidak asli juga tetep enak inimah
"sesuai harga, semoga awet. kualitas lihat gambar",sesuai harga semoga awet kualitas lihat gambar,"['sesuai', 'harga', 'semoga', 'awet', 'kualitas', 'lihat', 'gambar']","['sesuai', 'harga', 'semoga', 'awet', 'kualitas', 'lihat', 'gambar']","['sesuai', 'harga', 'moga', 'awet', 'kualitas', 'lihat', 'gambar']",sesuai harga moga awet kualitas lihat gambar
"barang sesuai dengan deskripsi, pengiriman oke lah , seller bagus , over all , good 😊",barang sesuai dengan deskripsi pengiriman oke lah seller bagus over all good,"['barang', 'sesuai', 'dengan', 'deskripsi', 'pengiriman', 'oke', 'lah', 'seller', 'bagus', 'over', 'all', 'good']","['barang', 'sesuai', 'dengan', 'deskripsi', 'pengiriman', 'oke', 'lah', 'seller', 'bagus', 'over', 'all', 'good']","['barang', 'sesuai', 'dengan', 'deskripsi', 'kirim', 'oke', 'lah', 'seller', 'bagus', 'over', 'all', 'good']",barang sesuai dengan deskripsi kirim oke lah seller bagus over all good
"namanya juga tidak ori , lumayan lah dengan harga segitu bnyak bonus juga .mkasih ya semoga barang nya awet 🥰",namanya juga tidak ori lumayan lah dengan harga segitu bnyak bonus juga mkasih ya semoga barang nya awet,"['namanya', 'juga', 'tidak', 'ori', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'bnyak', 'bonus', 'juga', 'mkasih', 'ya', 'semoga', 'barang', 'nya', 'awet']","['namanya', 'juga', 'tidak', 'asli', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'bnyak', 'bonus', 'juga', 'mkasih', 'ya', 'semoga', 'barang', 'nya', 'awet']","['nama', 'juga', 'tidak', 'asli', 'lumayan', 'lah', 'dengan', 'harga', 'segitu', 'bnyak', 'bonus', 'juga', 'mkasih', 'ya', 'moga', 'barang', 'nya', 'awet']",nama juga tidak asli lumayan lah dengan harga segitu bnyak bonus juga mkasih ya moga barang nya awet
"paketnya sudah saya terima dengan baik , kwalitasnya bagus , pengiriman lancar jaya.semoga menjadi amanah dalam menjalankan usahanya.amin ya robal alamin.",paketnya sudah saya terima dengan baik kwalitasnya bagus pengiriman lancar jaya semoga menjadi amanah dalam menjalankan usahanya amin ya robal alamin,"['paketnya', 'sudah', 'saya', 'terima', 'dengan', 'baik', 'kwalitasnya', 'bagus', 'pengiriman', 'lancar', 'jaya', 'semoga', 'menjadi', 'amanah', 'dalam', 'menjalankan', 'usahanya', 'amin', 'ya', 'robal', 'alamin']","['paketnya', 'sudah', 'saya', 'terima', 'dengan', 'baik', 'kwalitasnya', 'bagus', 'pengiriman', 'lancar', 'jaya', 'semoga', 'menjadi', 'amanah', 'dalam', 'menjalankan', 'usahanya', 'amin', 'ya', 'robal', 'alamin']","['paket', 'sudah', 'saya', 'terima', 'dengan', 'baik', 'kwalitasnya', 'bagus', 'kirim', 'lancar', 'jaya', 'moga', 'jadi', 'amanah', 'dalam', 'jalan', 'usaha', 'amin', 'ya', 'robal', 'alamin']",paket sudah saya terima dengan baik kwalitasnya bagus kirim lancar jaya moga jadi amanah dalam jalan usaha amin ya robal alamin
"Berkualitas meskipun harga minim, untuk harga segini okelah. Lemnya aja mungkin harus lebih rapi lagi. Overall oke",berkualitas meskipun harga minim untuk harga segini okelah lemnya aja mungkin harus lebih rapi lagi overall oke,"['berkualitas', 'meskipun', 'harga', 'minim', 'untuk', 'harga', 'segini', 'okelah', 'lemnya', 'aja', 'mungkin', 'harus', 'lebih', 'rapi', 'lagi', 'overall', 'oke']","['berkualitas', 'meskipun', 'harga', 'minim', 'untuk', 'harga', 'segini', 'okelah', 'lemnya', 'aja', 'mungkin', 'harus', 'lebih', 'rapi', 'lagi', 'overall', 'oke']","['kualitas', 'meski', 'harga', 'minim', 'untuk', 'harga', 'gin', 'oke', 'lem', 'aja', 'mungkin', 'harus', 'lebih', 'rapi', 'lagi', 'overall', 'oke']",kualitas meski harga minim untuk harga gin oke lem aja mungkin harus lebih rapi lagi overall oke
Paket sepatu hoka nya sudah diterima pembelian yg kedua bagus sprti Ori nggak ada cacat dpt bonus kaos kaki & tas mksih bnyak Kakak,paket sepatu hoka nya sudah diterima pembelian yg kedua bagus sprti ori nggak ada cacat dpt bonus kaos kaki tas mksih bnyak kakak,"['paket', 'sepatu', 'hoka', 'nya', 'sudah', 'diterima', 'pembelian', 'yg', 'kedua', 'bagus', 'sprti', 'ori', 'nggak', 'ada', 'cacat', 'dpt', 'bonus', 'kaos', 'kaki', 'tas', 'mksih', 'bnyak', 'kakak']","['paket', 'sepatu', 'hoka', 'nya', 'sudah', 'diterima', 'pembelian', 'yang', 'kedua', 'bagus', 'sprti', 'asli', 'tidak', 'ada', 'cacat', 'dpt', 'bonus', 'kaos', 'kaki', 'tas', 'mksih', 'bnyak', 'kakak']","['paket', 'sepatu', 'hoka', 'nya', 'sudah', 'terima', 'beli', 'yang', 'dua', 'bagus', 'sprti', 'asli', 'tidak', 'ada', 'cacat', 'dpt', 'bonus', 'kaos', 'kaki', 'tas', 'mksih', 'bnyak', 'kakak']",paket sepatu hoka nya sudah terima beli yang dua bagus sprti asli tidak ada cacat dpt bonus kaos kaki tas mksih bnyak kakak
"untuk harga 180rb, dpt tas sepatu, kaos kaki... dipakai jg nyaman oke, msh ad jg yg review * bintang rendah.. namanya sepatu sesuai harga yg menurut sya ini sudah bagus.. klau mau perfect beli ori donk admin jg gercep 🙏tq",untuk harga 180rb dpt tas sepatu kaos kaki dipakai jg nyaman oke msh ad jg yg review bintang rendah namanya sepatu sesuai harga yg menurut sya ini sudah bagus klau mau perfect beli ori donk admin jg gercep tq,"['untuk', 'harga', '180rb', 'dpt', 'tas', 'sepatu', 'kaos', 'kaki', 'dipakai', 'jg', 'nyaman', 'oke', 'msh', 'ad', 'jg', 'yg', 'review', 'bintang', 'rendah', 'namanya', 'sepatu', 'sesuai', 'harga', 'yg', 'menurut', 'sya', 'ini', 'sudah', 'bagus', 'klau', 'mau', 'perfect', 'beli', 'ori', 'donk', 'admin', 'jg', 'gercep', 'tq']","['untuk', 'harga', '180rb', 'dpt', 'tas', 'sepatu', 'kaos', 'kaki', 'dipakai', 'jg', 'nyaman', 'oke', 'msh', 'ad', 'jg', 'yang', 'review', 'bintang', 'rendah', 'namanya', 'sepatu', 'sesuai', 'harga', 'yang', 'menurut', 'sya', 'ini', 'sudah', 'bagus', 'klau', 'mau', 'perfect', 'beli', 'asli', 'donk', 'admin', 'jg', 'gercep', 'tq']","['untuk', 'harga', '180rb', 'dpt', 'tas', 'sepatu', 'kaos', 'kaki', 'pakai', 'jg', 'nyaman', 'oke', 'msh', 'ad', 'jg', 'yang', 'review', 'bintang', 'rendah', 'nama', 'sepatu', 'sesuai', 'harga', 'yang', 'turut', 'sya', 'ini', 'sudah', 'bagus', 'klau', 'mau', 'perfect', 'beli', 'asli', 'donk', 'admin', 'jg', 'gercep', 'tq']",untuk harga 180rb dpt tas sepatu kaos kaki pakai jg nyaman oke msh ad jg yang review bintang rendah nama sepatu sesuai harga yang turut sya ini sudah bagus klau mau perfect beli asli donk admin jg gercep tq
"sepatu nya bgus ukuran nya pas, nyaman banget di pakai",sepatu nya bgus ukuran nya pas nyaman banget di pakai,"['sepatu', 'nya', 'bgus', 'ukuran', 'nya', 'pas', 'nyaman', 'banget', 'di', 'pakai']","['sepatu', 'nya', 'bgus', 'ukuran', 'nya', 'pas', 'nyaman', 'banget', 'di', 'pakai']","['sepatu', 'nya', 'bgus', 'ukur', 'nya', 'pas', 'nyaman', 'banget', 'di', 'pakai']",sepatu nya bgus ukur nya pas nyaman banget di pakai
Kualitas barang nya bagus dan keren serta pengiriman nya cepat,kualitas barang nya bagus dan keren serta pengiriman nya cepat,"['kualitas', 'barang', 'nya', 'bagus', 'dan', 'keren', 'serta', 'pengiriman', 'nya', 'cepat']","['kualitas', 'barang', 'nya', 'bagus', 'dan', 'keren', 'serta', 'pengiriman', 'nya', 'cepat']","['kualitas', 'barang', 'nya', 'bagus', 'dan', 'keren', 'serta', 'kirim', 'nya', 'cepat']",kualitas barang nya bagus dan keren serta kirim nya cepat
yang sebelah kanan mencong/miring pemasangan nya terlalu ke kanan..,yang sebelah kanan mencong miring pemasangan nya terlalu ke kanan,"['yang', 'sebelah', 'kanan', 'mencong', 'miring', 'pemasangan', 'nya', 'terlalu', 'ke', 'kanan']","['yang', 'sebelah', 'kanan', 'mencong', 'miring', 'pemasangan', 'nya', 'terlalu', 'ke', 'kanan']","['yang', 'belah', 'kanan', 'mencong', 'miring', 'pasang', 'nya', 'terlalu', 'ke', 'kanan']",yang belah kanan mencong miring pasang nya terlalu ke kanan
bagus bangeeet... meski ga seempuk aslinya yang memang harga jutaan,bagus bangeeet meski ga seempuk aslinya yang memang harga jutaan,"['bagus', 'bangeeet', 'meski', 'ga', 'seempuk', 'aslinya', 'yang', 'memang', 'harga', 'jutaan']","['bagus', 'bangeeet', 'meski', 'tidak', 'seempuk', 'aslinya', 'yang', 'memang', 'harga', 'jutaan']","['bagus', 'bangeeet', 'meski', 'tidak', 'empuk', 'asli', 'yang', 'memang', 'harga', 'juta']",bagus bangeeet meski tidak empuk asli yang memang harga juta
"barang bagus, ukuran pas, semoga awet dan tahan lama",barang bagus ukuran pas semoga awet dan tahan lama,"['barang', 'bagus', 'ukuran', 'pas', 'semoga', 'awet', 'dan', 'tahan', 'lama']","['barang', 'bagus', 'ukuran', 'pas', 'semoga', 'awet', 'dan', 'tahan', 'lama']","['barang', 'bagus', 'ukur', 'pas', 'moga', 'awet', 'dan', 'tahan', 'lama']",barang bagus ukur pas moga awet dan tahan lama
"jangan ekspektasi tinggi, namanya juga KW 44nya kecil banget, kayanya harus nambah 1 ukuran",jangan ekspektasi tinggi namanya juga kw 44nya kecil banget kayanya harus nambah 1 ukuran,"['jangan', 'ekspektasi', 'tinggi', 'namanya', 'juga', 'kw', '44nya', 'kecil', 'banget', 'kayanya', 'harus', 'nambah', '1', 'ukuran']","['jangan', 'ekspektasi', 'tinggi', 'namanya', 'juga', 'palsu', '44nya', 'kecil', 'banget', 'kayanya', 'harus', 'nambah', '1', 'ukuran']","['jangan', 'ekspektasi', 'tinggi', 'nama', 'juga', 'palsu', '44nya', 'kecil', 'banget', 'kaya', 'harus', 'nambah', '1', 'ukur']",jangan ekspektasi tinggi nama juga palsu 44nya kecil banget kaya harus nambah 1 ukur
barangnya bagus keren sesuai deskripsi. apalagi ada bonusnya. Mantap seller!,barangnya bagus keren sesuai deskripsi apalagi ada bonusnya mantap seller,"['barangnya', 'bagus', 'keren', 'sesuai', 'deskripsi', 'apalagi', 'ada', 'bonusnya', 'mantap', 'seller']","['barangnya', 'bagus', 'keren', 'sesuai', 'deskripsi', 'apalagi', 'ada', 'bonusnya', 'mantap', 'seller']","['barang', 'bagus', 'keren', 'sesuai', 'deskripsi', 'apalagi', 'ada', 'bonus', 'mantap', 'seller']",barang bagus keren sesuai deskripsi apalagi ada bonus mantap seller
ukurannya 44 barang bagus banget seusai sama yg di foto,ukurannya 44 barang bagus banget seusai sama yg di foto,"['ukurannya', '44', 'barang', 'bagus', 'banget', 'seusai', 'sama', 'yg', 'di', 'foto']","['ukurannya', '44', 'barang', 'bagus', 'banget', 'seusai', 'sama', 'yang', 'di', 'foto']","['ukur', '44', 'barang', 'bagus', 'banget', 'usai', 'sama', 'yang', 'di', 'foto']",ukur 44 barang bagus banget usai sama yang di foto
"keren..nyaman di pakai,sesuai harga. pengiriman super cepat. tengkiyu much",keren nyaman di pakai sesuai harga pengiriman super cepat tengkiyu much,"['keren', 'nyaman', 'di', 'pakai', 'sesuai', 'harga', 'pengiriman', 'super', 'cepat', 'tengkiyu', 'much']","['keren', 'nyaman', 'di', 'pakai', 'sesuai', 'harga', 'pengiriman', 'super', 'cepat', 'tengkiyu', 'much']","['keren', 'nyaman', 'di', 'pakai', 'sesuai', 'harga', 'kirim', 'super', 'cepat', 'tengkiyu', 'much']",keren nyaman di pakai sesuai harga kirim super cepat tengkiyu much
"murah tapi gak murahan,jos gandos barang bagus",murah tapi gak murahan jos gandos barang bagus,"['murah', 'tapi', 'gak', 'murahan', 'jos', 'gandos', 'barang', 'bagus']","['murah', 'tapi', 'tidak', 'murahan', 'jos', 'gandos', 'barang', 'bagus']","['murah', 'tapi', 'tidak', 'murah', 'jos', 'gandos', 'barang', 'bagus']",murah tapi tidak murah jos gandos barang bagus
Mantep..👍👍 Barang bagus tidak mengecewakan,mantep barang bagus tidak mengecewakan,"['mantep', 'barang', 'bagus', 'tidak', 'mengecewakan']","['mantep', 'barang', 'bagus', 'tidak', 'kecewa']","['mantep', 'barang', 'bagus', 'tidak', 'kecewa']",mantep barang bagus tidak kecewa
barang ny sudah sampai. bagus banget.. tidak ada rusak.,barang ny sudah sampai bagus banget tidak ada rusak,"['barang', 'ny', 'sudah', 'sampai', 'bagus', 'banget', 'tidak', 'ada', 'rusak']","['barang', 'nya', 'sudah', 'sampai', 'bagus', 'banget', 'tidak', 'ada', 'rusak']","['barang', 'nya', 'sudah', 'sampai', 'bagus', 'banget', 'tidak', 'ada', 'rusak']",barang nya sudah sampai bagus banget tidak ada rusak
barang udah keterima sesuai harga semoga awet pengiriman lebih cepat dr estimasi makasih seller dan tompid 👍👍,barang udah keterima sesuai harga semoga awet pengiriman lebih cepat dr estimasi makasih seller dan tompid,"['barang', 'udah', 'keterima', 'sesuai', 'harga', 'semoga', 'awet', 'pengiriman', 'lebih', 'cepat', 'dr', 'estimasi', 'makasih', 'seller', 'dan', 'tompid']","['barang', 'udah', 'keterima', 'sesuai', 'harga', 'semoga', 'awet', 'pengiriman', 'lebih', 'cepat', 'dr', 'estimasi', 'makasih', 'seller', 'dan', 'tompid']","['barang', 'udah', 'terima', 'sesuai', 'harga', 'moga', 'awet', 'kirim', 'lebih', 'cepat', 'dr', 'estimasi', 'makasih', 'seller', 'dan', 'tompid']",barang udah terima sesuai harga moga awet kirim lebih cepat dr estimasi makasih seller dan tompid
mantap sesuai pesanan respon toko nya baik,mantap sesuai pesanan respon toko nya baik,"['mantap', 'sesuai', 'pesanan', 'respon', 'toko', 'nya', 'baik']","['mantap', 'sesuai', 'pesanan', 'respon', 'toko', 'nya', 'baik']","['mantap', 'sesuai', 'pesan', 'respon', 'toko', 'nya', 'baik']",mantap sesuai pesan respon toko nya baik
keren banget ka sepatunya terima kasih recomended seller banget,keren banget ka sepatunya terima kasih recomended seller banget,"['keren', 'banget', 'ka', 'sepatunya', 'terima', 'kasih', 'recomended', 'seller', 'banget']","['keren', 'banget', 'ka', 'sepatunya', 'terima', 'kasih', 'recomended', 'seller', 'banget']","['keren', 'banget', 'ka', 'sepatu', 'terima', 'kasih', 'recomended', 'seller', 'banget']",keren banget ka sepatu terima kasih recomended seller banget
senang dgn barangnya. penjualnya juga ok. mudah2an awet sepatunya.,senang dgn barangnya penjualnya juga ok mudah2an awet sepatunya,"['senang', 'dgn', 'barangnya', 'penjualnya', 'juga', 'ok', 'mudah2an', 'awet', 'sepatunya']","['senang', 'dgn', 'barangnya', 'penjualnya', 'juga', 'oke', 'mudah2an', 'awet', 'sepatunya']","['senang', 'dgn', 'barang', 'jual', 'juga', 'oke', 'mudah2an', 'awet', 'sepatu']",senang dgn barang jual juga oke mudah2an awet sepatu
FULL BLACK MANTAB lah ..bonus kaos kaki & shoes bag...thanks broo,full black mantab lah bonus kaos kaki shoes bag thanks broo,"['full', 'black', 'mantab', 'lah', 'bonus', 'kaos', 'kaki', 'shoes', 'bag', 'thanks', 'broo']","['full', 'black', 'mantab', 'lah', 'bonus', 'kaos', 'kaki', 'shoes', 'bag', 'thanks', 'broo']","['full', 'black', 'mantab', 'lah', 'bonus', 'kaos', 'kaki', 'shoes', 'bag', 'thanks', 'broo']",full black mantab lah bonus kaos kaki shoes bag thanks broo
mantab enak d pakai. semoga awet,mantab enak d pakai semoga awet,"['mantab', 'enak', 'd', 'pakai', 'semoga', 'awet']","['mantab', 'enak', 'd', 'pakai', 'semoga', 'awet']","['mantab', 'enak', 'd', 'pakai', 'moga', 'awet']",mantab enak d pakai moga awet
barang sesuai dengan pesanan. ada harga ada barang,barang sesuai dengan pesanan ada harga ada barang,"['barang', 'sesuai', 'dengan', 'pesanan', 'ada', 'harga', 'ada', 'barang']","['barang', 'sesuai', 'dengan', 'pesanan', 'ada', 'harga', 'ada', 'barang']","['barang', 'sesuai', 'dengan', 'pesan', 'ada', 'harga', 'ada', 'barang']",barang sesuai dengan pesan ada harga ada barang
